sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
224,,224,திப்பு சுல்தான்,மருதன்,கிழக்கு பதிப்பகம்,2009,60.00,வரலாறு,
225,,225,"தமிழக வரலாறு வரிசை- 5 
பல்லவர் வரலாறு",மா.இராசமாணிக்கனார்,அமிழ்தம் பதிப்பகம்,2008,240.00,வரலாறு,
226,,226,கடாரம் ,மாயா,வானதி பதிப்பகம்,2015,400.00,வரலாற்று நாவல்,
227,,227,விஜயதரங்கிணி,முகிலன்,திருவரசு புத்தகநிலையம்,2007,130.00,வரலாற்று நாவல்,
228,,228,நான் கிருஷ்ணா தேவராயன் - 1,ரா.கி.ரங்கராஜன்,வானதி பதிப்பகம்,2001,70.00,வரலாற்று நாவல்,
229,,229,நான் கிருஷ்ணா தேவராயன் - 2,ரா.கி.ரங்கராஜன்,வானதி பதிப்பகம்,2001,70.00,வரலாற்று நாவல்,
230,,230,வாளின் முத்தம்,ரா.கி.ரங்கராஜன்,வானதி பதிப்பகம்,2001,50.00,வரலாற்று நாவல்,
232,,232,துளசிதாசர் முதல் மீராபாய் வரை,ரா.வேங்கடசாமி ,சூரியன் பதிப்பகம்,2013,125.00,ஆன்மீகம்,
233,,233,மாமன்னன் உலா ,ராஜகுரு,கங்கை புத்தகநிலையம்,1994,56.00,வரலாற்று நாவல்,
235,,235,இதோ ஒரு இதயம் ,லஷ்மி,திருமகள் நிலையம்,2005,68.00,சமூக நாவல்,
236,,236,இளைய வேந்தன் ,வி.ராஜசேகர்,ஆர் ஆர் நிலையம்,2001,80.00,வரலாற்று நாவல்,
237,,237,குலோத்துங்கன் சபதம்,விக்ரமன்,விக்ரமன் பதிப்பகம்,2002,70.00,வரலாற்று நாவல்,
238,,238,உதய சந்திரன்,விக்ரமன்,வனிதா பதிப்பகம்,2004,120.00,வரலாற்று நாவல்,
239,,239,கங்காபுரி காவலன் பாகம் - 1,விக்ரமன் ,வனிதா பதிப்பகம்,2006,120.00,வரலாற்று நாவல்,
240,,240,கங்காபுரி காவலன் பாகம் - 2,விக்ரமன் ,வனிதா பதிப்பகம்,2006,120.00,வரலாற்று நாவல்,
241,,241,கங்காபுரி காவலன் பாகம் - 3,விக்ரமன் ,வனிதா பதிப்பகம்,2006,120.00,வரலாற்று நாவல்,
242,,242,கங்காபுரி காவலன் பாகம் - 1,விக்ரமன்,வனிதா பதிப்பகம்,2006,,வரலாற்று நாவல்,
243,,243,கங்காபுரி காவலன் பாகம் - 2,விக்ரமன்,வனிதா பதிப்பகம்,2006,120.00,வரலாற்று நாவல்,
244,,244,சோழ இளவரசன் கனவு,விக்ரமன் ,வானதி பதிப்பகம்,1998,80.00,வரலாற்று நாவல்,
245,,245,சோழ மகுடம்,விக்ரமன்,வானதி பதிப்பகம்,1993,37.00,வரலாற்று நாவல்,
246,,246,சோழ மகுடம் ,விக்ரமன் ,நிவேதிதா பதிப்பகம்,2007,,வரலாற்று நாவல்,
247,,247,தெற்குவாசல் மோகினி,விக்ரமன்,நிவேதிதா பதிப்பகம்,2007,,வரலாற்று நாவல்,
248,,248,நந்திபுரத்து நாயகி - 1,விக்ரமன் ,விக்ரமன் பதிப்பகம்,2001,280.00,வரலாற்று நாவல்,
249,,249,நந்திபுரத்து நாயகி - 2,விக்ரமன் ,விக்ரமன் பதிப்பகம்,2001,280.00,வரலாற்று நாவல்,
250,,250,நந்திபுரத்து நாயகி - 3,விக்ரமன் ,விக்ரமன் பதிப்பகம்,2001,280.00,வரலாற்று நாவல்,
251,,251,பராந்தகன் மகள்,விக்ரமன்,விக்ரமன் பதிப்பகம்,2002,45.00,வரலாற்று நாவல்,
252,,252,பாண்டிய மகுடம்,விக்ரமன்,சுவாதி பதிப்பகம்,2001,85.00,வரலாற்று நாவல்,
253,,253,மாணிக்க வீணை,விக்ரமன் ,விக்ரமன் பதிப்பகம்,2003,90.00,வரலாற்று நாவல்,
254,,254,மாறவர்மன் காதலி,விக்ரமன்,ஜம்பு பப்ளிகேசன்,2007,90.00,வரலாற்று நாவல்,
255,,255,வந்திய தேவன் வாள்,விக்ரமன்,விக்ரமன் பதிப்பகம்,2007,140.00,வரலாற்று நாவல்,
257,,257,அசோகர்,வின்சென்ட் A . ஸ்மித்,சந்தியா பதிப்பகம்,2009,110.00,வரலாற்று நாவல்,
258,,258,மகுட வைரம்,விஸ்வக் சேனன்,வானதி பதிப்பகம்,2005,100.00,வரலாற்று நாவல்,
259,,259,சேர சோழ பாண்டியன் ,மயிலை சீனி.வேங்கடசாமி,வ உ சி நூலகம்,2005,90.00,வரலாற்று நாவல்,
260,,260,வான வல்லி- 1,வெற்றி வேல் ,வானதி பதிப்பகம்,2016,570.00,வரலாற்று நாவல்,
261,,261,வான வல்லி- 2,வெற்றி வேல் ,வானதி பதிப்பகம்,2016,320.00,வரலாற்று நாவல்,
262,,262,வான வல்லி- 3,வெற்றி வேல் ,வானதி பதிப்பகம்,2016,530.00,வரலாற்று நாவல்,
263,,263,வான வல்லி- 4,வெற்றி வேல் ,வானதி பதிப்பகம்,2016,580.00,வரலாற்று நாவல்,
264,,264,நாகநந்தினி,வே.கபிலன்,குறள் நிலையம்,1976,5.00,வரலாற்று நாவல்,
265,,265,நித்திலவல்லி ,வே.கபிலன்,தமிழன் நிலையம்,1995,40.00,வரலாற்று நாவல்,
266,,266,பாண்டியன் திருமேனி ,வே.கபிலன்,திருமுருக நிலையம்,2000,60.00,வரலாற்று நாவல்,
